rangeIdx,[5 6 7 5]
numObj,4
range,[ 0.62496094  0.74995312  0.87494531  0.62496094]
dopplerIdx,[-1 -1 -1 -1]
doppler,[-0.02926761 -0.02926761 -0.02926761 -0.02926761]
peakVal,[130 220 202  98]
y,[ 0.453125   0.5859375  0.703125   0.15625  ]
x,[-0.4296875 -0.46875   -0.5234375  0.609375 ]
z,[ 0.  0.  0.  0.]
